"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"2028003598949400599","2026-03-01T07:05:11.000Z","14520","💚 Majelis Ulama Indonesia (MUI) mengutuk aksi terorisme yang dilakukan amerika-Israel ke Iran, Juga mendesak Prabowo mundur dari Board of peace bikinan si pedoo Trump.
Menyala MUI. https://t.co/IyRXqyHIQS","2028003598949400599","https://pbs.twimg.com/media/HCTqhriWMAANyN-.jpg","","in","","148","227","2447","https://x.com/tanyarlfes/status/2028003598949400599","1371650588","tanyarlfes"
"2027702868732486013","2026-02-28T11:10:11.000Z","19169","💚 si pedoo trump bikin board of peace yang Thema-nya ""PERDAMAIAN"" , tapi dia malah Ngebom Iran di bulan Ramadhan dan masih ngasih duit ke Israel buat lanjutin genosida ke anak2 Palestina.
Definisi teroris sebenernya https://t.co/7y9616GXxq","2027702868732486013","https://pbs.twimg.com/media/HCPZA3MWQAAL9Qr.jpg","","in","","383","427","4116","https://x.com/tanyarlfes/status/2027702868732486013","1371650588","tanyarlfes"
"2027934384637063423","2026-03-01T02:30:09.000Z","4687","💚 amerika dan israel ngebunuh 85 siswi SD Iran. bayangin kalau hamas yang lakuin, pasti udah dibilang teroris dan pada nyalahin Islam. https://t.co/WsgYwpvQFR","2027934384637063423","https://pbs.twimg.com/media/HCSrk3JWgAA0d62.jpg","","in","","13","36","943","https://x.com/tanyarlfes/status/2027934384637063423","1371650588","tanyarlfes"
"2027970878063951894","2026-03-01T04:55:09.000Z","22575","💚 Pemimpin Agung Iran Ali Khamenei Beserta Cucu dan Anaknya Gugur saat Amerika Dan Israel Melakukan Serangan Brutal Israel-Amerika.
Innalillahi 🌙🤍 https://t.co/Ene2Y84Wd6","2027970878063951894","https://pbs.twimg.com/media/HCTMxFHXkAAyoo_.jpg","","in","","81","206","2284","https://x.com/tanyarlfes/status/2027970878063951894","1371650588","tanyarlfes"
"2027537779551277514","2026-02-28T00:14:11.000Z","253577","israel did this, not Iran. https://t.co/YKb3PAHLik","2027537779551277514","https://pbs.twimg.com/media/HCNCyeqaMAAKtjq.jpg","","en","","829","11470","69821","https://x.com/MuhammadSmiry/status/2027537779551277514","226350647","MuhammadSmiry"
"2028037572983742726","2026-03-01T09:20:11.000Z","3230","💚 sender baru ngeh ternyata iran pas masih jadi boneka amerika dulu para perempuannya jarang ngenyam bangku pendidikan, ironisnya pas di era islamic lah wanita iran jadi well educated. https://t.co/ehZtL5LleN","2028037572983742726","https://pbs.twimg.com/media/HCUJbMyXcAA6C5w.jpg","","in","","21","71","349","https://x.com/tanyarlfes/status/2028037572983742726","1371650588","tanyarlfes"
"2027919270273790233","2026-03-01T01:30:05.000Z","12165","💚 ledakan rudal Iran di Doha, Qatar.

bangun all kiamat.
https://t.co/SI0VIRqLkb","2027919270273790233","https://pbs.twimg.com/amplify_video_thumb/2027725085142925313/img/-66HR9d3Cdz7wHAf.jpg","","in","","127","128","1196","https://x.com/tanyarlfes/status/2027919270273790233","1371650588","tanyarlfes"
"1933598830102261907","2025-06-13T18:54:20.000Z","60373","Iran posting this is fucking insane 😭 https://t.co/4rNa6VEkvL","1933598830102261907","https://pbs.twimg.com/media/GtWF4t4bcAA0zMm.jpg","","en","","138","638","2368","https://x.com/ayeejuju/status/1933598830102261907","1538230472299270144","ayeejuju"
"2027721746174910739","2026-02-28T12:25:12.000Z","1774","💚 serangan amerika-Israel ke Iran menewaskan 24 pelajar wanita iran yang sedang berpuasa. bener2 biadab.

ga Israel, ga amerika suka banget b*nuh anak2 dan wanita. https://t.co/tOTvmvRFho","2027721746174910739","https://pbs.twimg.com/media/HCPqLrzW4AExKUH.jpg","","in","","5","51","421","https://x.com/tanyarlfes/status/2027721746174910739","1371650588","tanyarlfes"
"1844732434019201390","2024-10-11T13:31:00.000Z","377172","Woman cutting her birthday cake in Iran 1973, 5 years before the Islamic Revolution https://t.co/rfHrbMNsfJ","1844732434019201390","https://pbs.twimg.com/media/GZk5Jq-XAAw9ZQ8.jpg","","en","","2744","5238","24394","https://x.com/historyinmemes/status/1844732434019201390","855481986290524160","historyinmemes"
